Aerosmith,Permanent Vacation,1994,,,,,,,,,,,,
Aerosmith,Prelude To Joanie,1982,,,,,,,,,,,,
Aerosmith,Push Comes To Shove,1982,,,,,,,,,,,,
Aerosmith,Rag Doll,1999,,,,,,,,,,,,
Aerosmith,Rats In The Cellar,11/23/04,,,,,,,,,,,,
Aerosmith,Rattlesnake Shake,2017-04,,,,,,,,,,,,
Aerosmith,She's On Fire,1995,,,,,,,,,,,,
Aerosmith,Shut Up And Dance,1996,,,,,,,,,,,,
Aerosmith,Sick As A Dog,1993,,,,,,,,,,,,
Aerosmith,Sight For Sore Eyes,1978,,,,,,,,,,,,
Aerosmith,St. John,2001,,,,,,,,,,,,
Aerosmith,Stop Messin' Around,11/23/04,,,,,,,,,,,,
Aerosmith,Sunny Side Of Love,11/2/12,,,,,,,,,,,,
Aerosmith,Sweet Emotion,2001,,,,,,,,,,,,
Aerosmith,Taste Of India,1997,,,,,,,,,,,,
Aerosmith,The Farm,,,,,,,,,,,,,
Aerosmith,The Hand That Feeds,3/1/91,,,,,,,,,,,,
Aerosmith,The Hop,2001,,,,,,,,,,,,
Aerosmith,Three Mile Smile,2016,,,,,,,,,,,,
Aerosmith,Toys In The Attic,2017-04,,,,,,,,,,,,
Aerosmith,Trip Hoppin',3/12/01,,,,,,,,,,,,
Aerosmith,Uncle Salty,9/7/03,,,,,,,,,,,,
Aerosmith,Voodoo Medicine Man,12/20/10,,,,,,,,,,,,
Aerosmith,Walk On Down,12/20/10,,,,,,,,,,,,
Aerosmith,Walk On Water,2008,,,,,,,,,,,,
Air Supply,A Place Where We Belong,7/7/03,,,,,,,,,,,,
Air Supply,Alternate Ending,5/4/10,,,,,,,,,,,,
Air Supply,American Hearts,1990,,,,,,,,,,,,
Air Supply,Believe In The Supernatural,1996,,,,,,,,,,,,
Air Supply,Big Cat,7/7/03,,,,,,,,,,,,
Air Supply,Body Glove,6/12/01,,,,,,,,,,,,
Air Supply,Bread And Blood,7/23/91,,,,,,,,,,,,
Air Supply,Bring Out The Magic,1/13/92,,,,,,,,,,,,
Air Supply,Dancing With The Mountain,7/23/91,,,,,,,,,,,,
Air Supply,Don't Turn Me Away,1983,,,,,,,,,,,,
Air Supply,Empty Pages,1977,,,,,,,,,,,,
Air Supply,Even The Nights Are Better,11/5/10,,,,,,,,,,,,
Air Supply,Every Woman In The World,5/29/15,,,,,,,,,,,,
Air Supply,Evidence Of Love,1993,,,,,,,,,,,,
Air Supply,Hard To Forget Her,6/12/01,,,,,,,,,,,,
Air Supply,Heart Of The Rose,1995,,,,,,,,,,,,
Air Supply,Hope Springs Eternal,1986,,,,,,,,,,,,
Air Supply,I Can't Get Excited,1983,,,,,,,,,,,,
Air Supply,I Don't Believe You,1976,,,,,,,,,,,,
Air Supply,I Don't Want To Lose You,1996,,,,,,,,,,,,
Air Supply,I Just Like The Feeling,1996,,,,,,,,,,,,
Air Supply,I Know You Better Than You Think,1995,,,,,,,,,,,,
Air Supply,I Remember Love,1993,,,,,,,,,,,,
Air Supply,I Wanna Hold You Tonight,2004,,,,,,,,,,,,
Air Supply,I'll Be Thinking Of You,1993,,,,,,,,,,,,
Air Supply,I'll Find You,,,,,,,,,,,,,
Air Supply,I'll Never Get Enough Of You,1992,,,,,,,,,,,,
Air Supply,It's Automatic,1977,,,,,,,,,,,,
Air Supply,It's Never Too Late,5/4/04,,,,,,,,,,,,
Air Supply,Just Another Woman,2007,,,,,,,,,,,,
Air Supply,Just As I Am,6/19/07,,,,,,,,,,,,
Air Supply,Just Between The Lines,1995,,,,,,,,,,,,
Air Supply,Love Conquers Time,7/23/91,,,,,,,,,,,,
Air Supply,Love Is The Arrow,7/7/03,,,,,,,,,,,,
Air Supply,Make It Right,2004,,,,,,,,,,,,
Air Supply,Making Love Out Of Nothing At All,2008,,,,,,,,,,,,
Air Supply,More Than Natural,2007,,,,,,,,,,,,
Air Supply,Mother Said,1997,,,,,,,,,,,,
Air Supply,Never Fade Away,2004,,,,,,,,,,,,
Air Supply,News From Nowhere,1995,,,,,,,,,,,,
Air Supply,Now And Forever,1/26/10,,,,,,,,,,,,
Air Supply,Old Habits Die Hard,1990,,,,,,,,,,,,
Air Supply,Only One Forever,6/12/01,,,,,,,,,,,,
Air Supply,Peaches And Cream,6/12/01,,,,,,,,,,,,
Air Supply,Ready For You,1977,,,,,,,,,,,,
Air Supply,Secret Agent,1998,,,,,,,,,,,,
Air Supply,Shadow Of The Sun,7/7/03,,,,,,,,,,,,
Air Supply,She Never Heard Me Call,1982-07,,,,,,,,,,,,
Air Supply,Speaking Of Love,1991,,,,,,,,,,,,
Air Supply,Stars In Your Eyes,6/24/14,,,,,,,,,,,,
Air Supply,Stop The Tears,1991,,,,,,,,,,,,
Air Supply,Strangers In Love,1998,,,,,,,,,,,,
Air Supply,Strong Strong Wind,2/7/05,,,,,,,,,,,,
Air Supply,Stronger Than The Night,7/23/91,,,,,,,,,,,,
Air Supply,Sweet Dreams,2008,,,,,,,,,,,,
Air Supply,Taking The Chance,1982-07,,,,,,,,,,,,
Air Supply,Too Sentimental,1993,,,,,,,,,,,,
Air Supply,We The People,1997,,,,,,,,,,,,
Aiza Seguerra,Fool Til The End,10/1/08,,,,,,,,,,,,
Aiza Seguerra,Huwag Mong Iwan Ang Puso,11/1/07,,,,,,,,,,,,
Aiza Seguerra,I See You Lord,4/20/01,,,,,,,,,,,,
Aiza Seguerra,If We Try,4/20/01,,,,,,,,,,,,
Aiza Seguerra,Ikaw Ang Aking Mahal,4/20/01,,,,,,,,,,,,
Aiza Seguerra,Ikaw Na Ang Bahala: Panalangin,2002,,,,,,,,,,,,
Aiza Seguerra,Pakisabi Na Lang,9/20/12,,,,,,,,,,,,
Aiza Seguerra,Sa Ugoy Ng Duyan,2002,,,,,,,,,,,,
Alabama,Calling All Angels,4/8/97,,,,,,,,,,,,
Alabama,Christmas In Dixie,1995,,,,,,,,,,,,
Alabama,Christmas In Your Arms,2000,,,,,,,,,,,,
Alabama,Christmas Is Love,1998,,,,,,,,,,,,
Alabama,Church In The Wildwood,3/27/07,,,,,,,,,,,,
Alabama,Clear Across America Tonight,2000,,,,,,,,,,,,
Alabama,Clear Water Blues,10/12/93,,,,,,,,,,,,
Alabama,Close Enough To Perfect,1999,,,,,,,,,,,,
Alabama,Country Side Of Life,1993,,,,,,,,,,,,
Alabama,"Dancin', Shaggin' On The Boulevard",2014,,,,,,,,,,,,
Alabama,Dixie Boy,1983,,,,,,,,,,,,
Alabama,Dixie Fire,1989,,,,,,,,,,,,
Alabama,Dixieland Delight,2014,,,,,,,,,,,,
Alabama,Down Home,1997,,,,,,,,,,,,
Alabama,Down On Longboat Key,1985,,,,,,,,,,,,
Alabama,Down This Road,2000,,,,,,,,,,,,
Alabama,Fallin' Again,9/29/09,,,,,,,,,,,,
Alabama,Fire On Fire,1990,,,,,,,,,,,,
Alabama,Five O'clock 500,1/31/06,,,,,,,,,,,,
Alabama,Forever's As Far As I'll Go,9/29/09,,,,,,,,,,,,
Alabama,Give Me One More Shot,9/29/09,,,,,,,,,,,,
Alabama,God Must Have Spent A Little More Time On You,2010,,,,,,,,,,,,
Alabama,Gonna Have A Party,1988,,,,,,,,,,,,
Alabama,Gulf Of Mexico,1990,,,,,,,,,,,,
Alabama,Hangin' Round The Mistletoe,3/7/00,,,,,,,,,,,,
Alabama,Hanging Up My Travelin' Shoes,2/25/82,,,,,,,,,,,,
Alabama,Happy Birthday Jesus,3/7/00,,,,,,,,,,,,
Alabama,Hats Off,1993,,,,,,,,,,,,
Alabama,Heartbreak Express,8/15/95,,,,,,,,,,,,
Alabama,High Cotton,2014,,,,,,,,,,,,
Alabama,His Eye Is On The Sparrow,10/24/06,,,,,,,,,,,,
Alabama,I Ain't Got No Business Doin',1990,,,,,,,,,,,,
Alabama,I Love You Enough To Let You Go,6/15/99,,,,,,,,,,,,
Alabama,I Write A Little,2000,,,,,,,,,,,,
Alabama,If I Could Just See You Now,1987,,,,,,,,,,,,
Alabama,If It Ain't Dixie,1/31/06,,,,,,,,,,,,
Alabama,If You're Gonna Play In Texas,2014,,,,,,,,,,,,
Alabama,I'm In A Hurry,9/18/92,,,,,,,,,,,,
Alabama,I'm In That Kind Of Mood,6/15/99,,,,,,,,,,,,
Alabama,I'm Not That Way Anymore,2013,,,,,,,,,,,,
Alabama,I'm Still Dreamin',1989,,,,,,,,,,,,
Alabama,I'm Stoned,2013,,,,,,,,,,,,
Alabama,Jukebox In My Mind,,,,,,,,,,,,,
Alabama,Katy Brought My Guitar Back Today,10/12/93,,,,,,,,,,,,
Alabama,Love In The First Degree,1993,,,,,,,,,,,,
Alabama,Lovin' Man,1983,,,,,,,,,,,,
Alabama,Once Upon A Lifetime,9/29/09,,,,,,,,,,,,
Alabama,Pass It On Down,1990,,,,,,,,,,,,
Alabama,She Can,1989,,,,,,,,,,,,
Alabama,Tar Top,1/31/06,,,,,,,,,,,,
Alabama,Tennessee River,1/31/06,,,,,,,,,,,,
Alabama,The Boy,2013,,,,,,,,,,,,
Aled Jones,Make Me A Channel Of Your Peace,2005,,,,,,,,,,,,
Aled Jones,Walking In The Air,2005,,,,,,,,,,,,
Alice Cooper,Apple Bush,7/31/15,,,,,,,,,,,,
Alice Cooper,Ballad Of Dwight Fry,1987,,,,,,,,,,,,
Alice Cooper,Be My Lover,2012,,,,,,,,,,,,
Alice Cooper,Be With You Awhile,9/23/03,,,,,,,,,,,,
Alice Cooper,Between High School And The Old School,5/30/06,,,,,,,,,,,,
Alice Cooper,Blue Turk,7/31/15,,,,,,,,,,,,
Alice Cooper,"Changing, Arranging",,,,,,,,,,,,,
Alice Cooper,Clones (We're All),3/29/18,,,,,,,,,,,,
Alice Cooper,Crawlin',1986,,,,,,,,,,,,
Alice Cooper,Damned If You Do,7/31/15,,,,,,,,,,,,
Alice Cooper,Department Of Youth,1975,,,,,,,,,,,,
Alice Cooper,Devil's Food,1990,,,,,,,,,,,,
Alice Cooper,Dirty Diamonds,2013,,,,,,,,,,,,
Alice Cooper,Disgraceland,2001,,,,,,,,,,,,
Alice Cooper,Enough's Enough,7/31/15,,,,,,,,,,,,
Alice Cooper,For Britain Only,1982,,,,,,,,,,,,
Alice Cooper,Gail,,,,,,,,,,,,,
Alice Cooper,Headlines,7/31/15,,,,,,,,,,,,
Alice Cooper,I Better Be Good,7/31/15,,,,,,,,,,,,
Alice Cooper,I Just Wanna Be God,2001,,,,,,,,,,,,
Alice Cooper,I Like Girls,7/31/15,,,,,,,,,,,,
Alice Cooper,I Love America,7/31/15,,,,,,,,,,,,
Alice Cooper,I Never Wrote Those Songs,7/31/15,,,,,,,,,,,,
Alice Cooper,It's Much Too Late,2001,,,,,,,,,,,,
Alice Cooper,Lace And Whiskey,7/31/15,,,,,,,,,,,,
Alice Cooper,Love's A Loaded Gun,1991,,,,,,,,,,,,
Alice Cooper,Millie And Billie,7/31/15,,,,,,,,,,,,
Alice Cooper,Nuclear Infected,1990,,,,,,,,,,,,
Alice Cooper,Poison,1994,,,,,,,,,,,,
Alice Cooper,Remarkably Insincere,7/31/15,,,,,,,,,,,,
Alison Krauss,Dreaming My Dreams With You,2003,,,,,,,,,,,,
Alison Krauss,Gentle River,1987,,,,,,,,,,,,
Alison Krauss,If I Give My Heart,1987,,,,,,,,,,,,
Alison Krauss,Jesus Help Me To Stand,2007,,,,,,,,,,,,
Alison Krauss,Lay My Burden Down,7/27/10,,,,,,,,,,,,
Alison Krauss,On The Borderline,1987,,,,,,,,,,,,
Alison Krauss,Shimmy Down The Chimney (Fill Up My Stocking),2004,,,,,,,,,,,,
Alison Krauss,That Kind Of Love,1999,,,,,,,,,,,,
Alison Krauss,Will You Be Leaving,7/1/90,,,,,,,,,,,,
Alphaville,Ain't It Strange,1999,,,,,,,,,,,,
Alphaville,Ariana,3/4/89,,,,,,,,,,,,
Alphaville,Ascension Day,1999-01,,,,,,,,,,,,
Alphaville,Carol Masters,2/2/06,,,,,,,,,,,,
Alphaville,For The Sake Of Love,1/23/03,,,,,,,,,,,,
Alphaville,Forever Young,1994,,,,,,,,,,,,
Alphaville,Girl From Pachacamac,1/23/03,,,,,,,,,,,,
Alphaville,Golden Feeling,2/2/06,,,,,,,,,,,,
Alphaville,Headlines,10/14/14,,,,,,,,,,,,
Alphaville,Heart Of The Flower,1999-01,,,,,,,,,,,,
Alphaville,Heaven Or Hell,3/4/89,,,,,,,,,,,,
Alphaville,Here By Your Side,2/2/06,,,,,,,,,,,,
Alphaville,Iron John,8/26/94,,,,,,,,,,,,
Alphaville,Ivory Tower,8/26/94,,,,,,,,,,,,
Alphaville,Middle Of The Riddle,3/4/89,,,,,,,,,,,,
Alphaville,Monkey In The Moon,,,,,,,,,,,,,
Alphaville,Moon Boy,1/23/03,,,,,,,,,,,,
Alphaville,Sensations,1986,,,,,,,,,,,,
Alphaville,Shadows She Said,1/23/03,,,,,,,,,,,,
Alphaville,Sister Sun,2/2/06,,,,,,,,,,,,
Alphaville,Soul Messiah,1999,,,,,,,,,,,,
Alphaville,Sounds Like A Melody,2012,,,,,,,,,,,,
Alphaville,Summer In Berlin,1999-01,,,,,,,,,,,,
Alphaville,The Opium Den,1/23/03,,,,,,,,,,,,
America,A Horse With No Name,1997,,,,,,,,,,,,
America,Bell Tree,1/22/16,,,,,,,,,,,,
America,Can't Fall Asleep To A Lullaby,9/21/84,,,,,,,,,,,,
America,Cast The Spirit,1992,,,,,,,,,,,,
America,Catch That Train,2006,,,,,,,,,,,,
America,Chasing The Rainbow,1/9/07,,,,,,,,,,,,
America,Christmas In California,2010,,,,,,,,,,,,
America,Clarice,1996,,,,,,,,,,,,
America,Close To The Wind,1994,,,,,,,,,,,,
America,Company,10/1/96,,,,,,,,,,,,
America,Down To The Water,2014,,,,,,,,,,,,
America,Even The Score,1982,,,,,,,,,,,,
America,Garden Of Peace,1994,,,,,,,,,,,,
America,In The Sea,1999,,,,,,,,,,,,
America,Jet Boy Blue,2014,,,,,,,,,,,,
America,Love's Worn Out Again,1999,,,,,,,,,,,,
America,Moon Song,2013,,,,,,,,,,,,
America,My Kinda Woman,1983,,,,,,,,,,,,
America,Never Found The Time,1996,,,,,,,,,,,,
America,No Fortune,1979,,,,,,,,,,,,
America,Old Virginia,1/22/16,,,,,,,,,,,,
America,Oloololo,6/30/98,,,,,,,,,,,,
America,One Morning,1979,,,,,,,,,,,,
America,Ports-Of-Call,1994,,,,,,,,,,,,
America,Saturn Nights,4/21/15,,,,,,,,,,,,
America,She's A Liar,2014,,,,,,,,,,,,
America,She's Gonna Let You Down,2001,,,,,,,,,,,,
America,Submarine Ladies,7/18/00,,,,,,,,,,,,
America,The Border,10/1/96,,,,,,,,,,,,
America,These Brown Eyes,2014,,,,,,,,,,,,
America,Town And Country,6/30/98,,,,,,,,,,,,
Amy Grant,A Christmas To Remember,10/19/99,,,,,,,,,,,,
Amy Grant,After The Fire,9/26/06,,,,,,,,,,,,
Amy Grant,Ageless Medley,1994,,,,,,,,,,,,
Amy Grant,All I Ever Have To Be,8/14/07,,,,,,,,,,,,
Amy Grant,Beautiful Music,8/14/07,,,,,,,,,,,,
Amy Grant,Christmas Can't Be Very Far Away,2011,,,,,,,,,,,,
Amy Grant,Do You Remember The Time,2002,,,,,,,,,,,,
Amy Grant,Every Heartbeat,,,,,,,,,,,,,
Amy Grant,Fill Me With Your Love,1981,,,,,,,,,,,,
Amy Grant,If You Have To Go Away,6/24/08,,,,,,,,,,,,
Amy Grant,It's Not A Song,1984,,,,,,,,,,,,
Amy Grant,Jehovah,3/19/02,,,,,,,,,,,,
Amy Grant,Mountain Top,1981,,,,,,,,,,,,
Amy Grant,Nothing Is Beyond You,5/18/99,,,,,,,,,,,,
Amy Grant,O Love That Will Not Let Me Go,5/3/05,,,,,,,,,,,,
Amy Grant,"O Master, Let Me Walk With Thee",5/3/05,,,,,,,,,,,,
Amy Grant,O Sacred Head,1979,,,,,,,,,,,,
Amy Grant,Old Man's Rubble,1981,,,,,,,,,,,,
Amy Grant,Out In The Open,8/19/03,,,,,,,,,,,,
Amy Grant,Say Once More,8/19/14,,,,,,,,,,,,
Amy Grant,So Glad,1981,,,,,,,,,,,,
Amy Grant,Sweet Will Of God,5/3/05,,,,,,,,,,,,
Amy Grant,The Things We Do For Love,1996,,,,,,,,,,,,
Andy Williams,A Fool Never Learns,1964,,,,,,,,,,,,
Andy Williams,Christmas Needs Love To Be Christmas,2001,,,,,,,,,,,,
Andy Williams,Days Of Wine And Roses,5/23/05,,,,,,,,,,,,
Andy Williams,I Will Wait For You,10/23/13,,,,,,,,,,,,
Andy Williams,If I Could Only Go Back Again,1972,,,,,,,,,,,,
Andy Williams,It's A Most Unusual Day,1963,,,,,,,,,,,,
Andy Williams,May Each Day,1966,,,,,,,,,,,,
Andy Williams,One Day Of Your Life,4/8/02,,,,,,,,,,,,
Andy Williams,Still Under The Weather,1991,,,,,,,,,,,,
Andy Williams,Walk Hand In Hand,2013,,,,,,,,,,,,
Andy Williams,Wouldn't It Be Loverly,1964,,,,,,,,,,,,
Andy Williams,Wrong For Each Other,8/27/02,,,,,,,,,,,,
Annie,Back Together,7/29/13,,,,,,,,,,,,
Ariana Grande,Baby I,2013-10,,,,,,,,,,,,
Ariana Grande,Honeymoon Avenue,9/2/13,,,,,,,,,,,,
Ariana Grande,Just A Little Bit Of Your Heart,8/25/14,,,,,,,,,,,,
Ariana Grande,Not Just On Christmas,12/18/15,,,,,,,,,,,,
Ariana Grande,Why Try,10/25/15,,,,,,,,,,,,
Ariel Rivera,A Smile In Your Heart,9/7/10,,,,,,,,,,,,
Ariel Rivera,Minamahal Pala Kita,1995,,,,,,,,,,,,
Arlo Guthrie,Buffalo Skinners,1978,,,,,,,,,,,,
Arlo Guthrie,Children Of Abraham,1997,,,,,,,,,,,,
Arlo Guthrie,Drowning Man,11/1/93,,,,,,,,,,,,
Arlo Guthrie,Evangelina,1991,,,,,,,,,,,,
Arlo Guthrie,Every Hand In The Land,8/11/09,,,,,,,,,,,,
Arlo Guthrie,Gates Of Eden,1973,,,,,,,,,,,,
Arlo Guthrie,Hobo's Lullaby,1993,,,,,,,,,,,,
Arlo Guthrie,John Looked Down,1990,,,,,,,,,,,,
Arlo Guthrie,Last Night I Had The Strangest Dream,1979,,,,,,,,,,,,
Arlo Guthrie,Lay Down Little Doggies,1997,,,,,,,,,,,,
Arlo Guthrie,Manzanillo Bay,2/28/94,,,,,,,,,,,,
Arlo Guthrie,Miss The Mississippi And You,1973,,,,,,,,,,,,
Arlo Guthrie,Mystic Journey,2005,,,,,,,,,,,,
Arlo Guthrie,Patriot's Dream,7/10/07,,,,,,,,,,,,
Arlo Guthrie,Percy's Song,1997,,,,,,,,,,,,
Arlo Guthrie,Ridin' Down The Canyon,7/2/10,,,,,,,,,,,,
Arlo Guthrie,Sailing Down This Golden River,,,,,,,,,,,,,
Arlo Guthrie,Somebody Turned On The Light,1993,,,,,,,,,,,,
Arlo Guthrie,The Motorcycle Song,9/11/07,,,,,,,,,,,,
Arlo Guthrie,The Motorcycle Song (In Album Arlo),2009,,,,,,,,,,,,
Arlo Guthrie,The Pause Of Mr. Claus,1969,,,,,,,,,,,,
Arlo Guthrie,This Troubled Mind Of Mine,1973,,,,,,,,,,,,
Arlo Guthrie,Ukulele Lady,1972,,,,,,,,,,,,
Arlo Guthrie,Uncle Jeff,1973,,,,,,,,,,,,
Arlo Guthrie,Under Cover Of Night,2005,,,,,,,,,,,,
Arlo Guthrie,Utah Carroll,1992,,,,,,,,,,,,
Arlo Guthrie,Victor Jara,,,,,,,,,,,,,
Arlo Guthrie,When The Ship Comes In,11/1/04,,,,,,,,,,,,
Avril Lavigne,Anything But Ordinary,2002,,,,,,,,,,,,
Avril Lavigne,Falling Fast,11/5/13,,,,,,,,,,,,
Avril Lavigne,Falling Into History,2014,,,,,,,,,,,,
Avril Lavigne,He Wasn't,2004,,,,,,,,,,,,
Avril Lavigne,Here's To Never Growing Up,6/28/13,,,,,,,,,,,,
Avril Lavigne,Losing Grip,2002-10,,,,,,,,,,,,
Avril Lavigne,Sippin' On Sunshine,11/5/13,,,,,,,,,,,,
Avril Lavigne,Sk8er Boi,9/21/04,,,,,,,,,,,,
Avril Lavigne,Slipped Away,5/24/04,,,,,,,,,,,,
Avril Lavigne,Stop Standing There,12/21/11,,,,,,,,,,,,
Avril Lavigne,Tomorrow You Didn't,2014,,,,,,,,,,,,
Avril Lavigne,You Never Satisfy Me,2014,,,,,,,,,,,,
Backstreet Boys,"10,000 Promises",8/12/97,,,,,,,,,,,,
Backstreet Boys,All I Have To Give,4/10/01,,,,,,,,,,,,
Backstreet Boys,All I Have To Give--Part II--The Conversation Mix,1999,,,,,,,,,,,,
Backstreet Boys,Anywhere For You,1995,,,,,,,,,,,,
Backstreet Boys,Get Another Boyfriend,2013,,,,,,,,,,,,
Backstreet Boys,Just Want You To Know,6/14/05,,,,,,,,,,,,
Backstreet Boys,Love Will Keep You Up All Night,2013,,,,,,,,,,,,
Backstreet Boys,More Than That,2001,,,,,,,,,,,,
Backstreet Boys,Poster Girl,6/14/05,,,,,,,,,,,,
Backstreet Boys,Rush Over Me,2005,,,,,,,,,,,,
Backstreet Boys,Safest Place To Hide,6/14/05,,,,,,,,,,,,
Backstreet Boys,She's A Dream,9/30/09,,,,,,,,,,,,
Backstreet Boys,Something That I Already Know,2013,,,,,,,,,,,,
Backstreet Boys,Unmistakable,2013,,,,,,,,,,,,
Backstreet Boys,Weird World,6/14/05,,,,,,,,,,,,
Barbie,Can You Keep A Secret,2011,,,,,,,,,,,,
Barbra Streisand,A Christmas Love Song,2001,,,,,,,,,,,,
Barbra Streisand,Absent Minded Me,1991,,,,,,,,,,,,
Barbra Streisand,Adelaide's Lament,1/29/02,,,,,,,,,,,,
Barbra Streisand,All In Love Is Fair,1996,,,,,,,,,,,,
Barbra Streisand,All That I Want,,,,,,,,,,,,,
Barbra Streisand,Being Alive,1/29/02,,,,,,,,,,,,
Barbra Streisand,Children Will Listen,5/8/07,,,,,,,,,,,,
